,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density
0,나비,A2,running,8,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 1]",움직임이 활기차보임. 발길질.,8.0,8,7.0,7,9.0,9
1,rub,A2,running,8,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 1]","[0, 0, 0, 0]",I think i can hear the laughter of the kids,7.0,7 |  they are stepping on the waves,7.0,7 |  kids don't get alone well with low pitch when they are playing in my opinion,6.0,"6 |  normal, they are not being too naughty playing"
2,Daisy,A2,running,6,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 1, 1]","There are three kids playing on the beach, and there are waves too.",7.0,"7 |  Since they are kids, they are supposed to be very active with high tempo.",9.0,9 |  Kids are loud and very high-pitched.,7.0,7 |  Kids are playful with a lot of movements.
3,Doky,A2,running,7,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 1]","[0, 0, 0, 0]",아이들의 움직임이라는 것과 바닷물 가운데에서 뛰는 움직임 (물의 튀김)이 역동적 느낌을 강조하는 것처럼 보여짐. ,6.0,6 |  휘몰아치는 파도와 아이들이 물을 튀기면서 노는 장면에서 오는 느낌이 빠른 템포가 어울릴 것 같음. ,7.0,7 |  비교적 어둡지 않은 배경에 활기찬 파도의 움직임과 아이들의 웃음 소리가 연상지어지기 때문에 높낮이는 높은 것이 어울릴 것 같음. ,7.0,7 |  오디오가 풍족한 것이 더 어울릴 것 같으므로 음악의 밀도는 너무 높지는 않지만 그래도 비교적 높은 것이 어울릴 것 같음. 
4,chanpig,A2,running,8,"[0, 0, 0, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]",아이들이 앞으로 뛰어가는 자세랑 물이튀는 모습과 뒤에 파도가 치는 모습,7.0,7 | 아이들이 뛰어놀때 즐거워보여서 빠를꺼같음,6.0,6 | 색감이 주는 느낌이 너무 높지않을듯한 느낌,8.0,"8 | 파도도 치고 그 안에서 노는 애들 , 배경 색감이 주는 느낌"
5,곤듀,A2,running,9,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]","인물들의 상체 움직임, 바닷물의 저항을 이겨나고 나아가려는 하체, 밀려오는 파도",9.0,9 |  그림에서 전체적으로 역동적인 느낌이 들어 매우 빠름 템포가 어울리다고 생각함 ,9.0,9 |  그림에서 느껴지는 역동적인 느낌과 함께 인물들이 아이들임을 인지함에 따라 높은 스타일의 피치가 어울리다고 생각함.,8.0,"8 |  그림 상의 인물들이 아이들이며, 바닷물의 저항을 뚫고 겨우겨우 앞으로 나아가는 장면이 연상되기 때문에 매우 분주하거나 힘차다는 느낌은 들지 않음.  따라서 어느정도의 밀도는 있으나 샘플상의 매우 높은 밀도까지는 아니다고 생각함"
6,이인애,A2,running,7,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 0, 0]",선의표현,6.0,6,7.0,7,7.0,7
7,고고,A2,running,7,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",달리는모습,7.0,7,7.0,7,7.0,7
8,경,A2,running,9,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]","물 속에서 달리고 있는 아이들의 모습, 파도를 통해 역동성이 잘 드러남.",9.0,9 |  달리고 있는 역동성을 드러내기에 적합함.,8.0,8 |  아이들의 밝은 움직임을 드러내기에 적합함.,8.0,8 |  달리는 아이들과 파도의 복합적인 역동성을 잘 드러냄.
9,yoni,A2,running,7,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]",그림속 인물의 연령대,8.0,8,8.0,8,2.0,2
10,밍경댕,A2,running,8,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]",아이들의 뛰노는 모습과 뒤의 파도가 역동적으로 느끼게 함.,3.0,3 |  평화로운 상황과 같아서 느린 음악이 잘 어울림.,7.0,7 |  아이들의 순수함은 높은 음이 잘 어울림.,7.0,7 |  아이들은 가벼우나 자연의 바다의 색상은 무거운 느낌을 줘 조금은 밀도 있는 음악이 상상감.
11,배뀽,A2,running,7,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","조금 높은 파도, 아이들이 재밌게 뛰고 있음",5.0,5 | 일상의 여유로움,9.0,9 | 아이들의 꺄르륵꺄르륵 소리,9.0,9 | 촘촘함이 있어야 할 것 같음
12,미지,A2,running,8,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",물이 튀는 모습,8.0,8 | 아이들이 뛰어노는 배경음악으로 빠른템포의 음악이 떠오름,8.0,8 | 즐거운 느낌을 표현할 수 있는 높은 음,8.0,"8 | 파도소리, 물이 첨벙거리는 소리, 웃음소리 등 여러가지 소리를 밀도로 표현 가능"
13,boldmas,A2,running,9,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]",that is where the most movement is taking place,7.0,7 | The children seem to be running quickly and the water is splashing around with one wave in the background.,9.0,9 | It is a happy and lively scene in the daytime.,8.0,"8 | The happy children, the lively waves, and the reflection all have created a complex and dynamic imagery that requires a complex music."
